Author,Title,Content,Views
Carlos Drummond de Andrade,Por muito tempo achei que a ausência é falta,"Por muito tempo achei que a ausência é falta. 
E lastimava, ignorante, a falta. 
Hoje não a lastimo. 
Não há falta na ausência. 
A ausência é um estar em mim. 
E sinto-a, branca, tão pegada, aconchegada nos meus braços, 
que rio e danço e invento exclamações alegres, 
porque a ausência, essa ausência assimilada, 
ninguém a rouba mais de mim.",1421208
Miguel Torga,Súplica,"Agora que o silêncio é um mar sem ondas, 
E que nele posso navegar sem rumo,
Não respondas
Às urgentes perguntas
Que te fiz.
Deixa-me ser feliz
Assim,
Já tão longe de ti como de mim.

Perde-se a vida a desejá-la tanto. 
Só soubemos sofrer, enquanto 
O nosso amor 
Durou. 
Mas o tempo passou, 
Há calmaria... 
Não perturbes a paz que me foi dada. 
Ouvir de novo a tua voz seria 
Matar a sede com água salgada.",469441
Eugénio de Andrade,Passamos pelas coisas sem as ver,"Passamos pelas coisas sem as ver, 
gastos, como animais envelhecidos: 
se alguém chama por nós não respondemos, 
se alguém nos pede amor não estremecemos, 
como frutos de sombra sem sabor, 
vamos caindo ao chão, apodrecidos.",621199
Mário de Sá-Carneiro,Quase,"Um pouco mais de sol - eu era brasa,
Um pouco mais de azul - eu era além.
Para atingir, faltou-me um golpe de asa...
Se ao menos eu permanecesse aquém...

Assombro ou paz? Em vão... Tudo esvaído
Num grande mar enganador de espuma;
E o grande sonho despertado em bruma,
O grande sonho - ó dor! - quase vivido...

Quase o amor, quase o triunfo e a chama,
Quase o princípio e o fim - quase a expansão...
Mas na minhalma tudo se derrama...
Entanto nada foi só ilusão!

De tudo houve um começo ... e tudo errou...
- Ai a dor de ser - quase, dor sem fim...
Eu falhei-me entre os mais, falhei em mim,
Asa que se elançou mas não voou...

Momentos de alma que desbaratei...
Templos aonde nunca pus um altar...
Rios que perdi sem os levar ao mar...
Ânsias que foram mas que não fixei...

Se me vagueio, encontro só indícios...
Ogivas para o sol - vejo-as cerradas;
E mãos de herói, sem fé, acobardadas,
Puseram grades sobre os precipícios...

Num ímpeto difuso de quebranto,
Tudo encetei e nada possuí...
Hoje, de mim, só resta o desencanto
Das coisas que beijei mas não vivi...

Um pouco mais de sol - e fora brasa,
Um pouco mais de azul - e fora além.
Para atingir faltou-me um golpe de asa...
Se ao menos eu permanecesse aquém...

Listas de som avançam para mim a fustigar-me
Em luz.
Todo a vibrar, quero fugir... Onde acoitar-me?...
Os braços duma cruz
Anseiam-se-me, e eu fujo também ao luar...

",207646
Alexandre O'Neill,Amigo,"Mal nos conhecemos
Inauguramos a palavra amigo!

Amigo é um sorriso
De boca em boca,
Um olhar bem limpo

Uma casa, mesmo modesta, que se oferece.
Um coração pronto a pulsar
Na nossa mão!

Amigo (recordam-se, vocês aí,
Escrupulosos detritos?)
Amigo é o contrário de inimigo!

Amigo é o erro corrigido,
Não o erro perseguido, explorado.
É a verdade partilhada, praticada.

Amigo é a solidão derrotada!

Amigo é uma grande tarefa,
Um trabalho sem fim,
Um espaço útil, um tempo fértil,
Amigo vai ser, é já uma grande festa!",283849
José Gomes Ferreira,Devia morrer-se de outra maneira,"Devia morrer-se de outra maneira.
Transformarmo-nos em fumo, por exemplo.
Ou em nuvens.
Quando nos sentíssemos cansados, fartos do mesmo sol
a fingir de novo todas as manhãs, convocaríamos
os amigos mais íntimos com um cartão de convite
para o ritual do Grande Desfazer: ""Fulano de tal comunica
a V. Exa. que vai transformar-se em nuvem hoje
às 9 horas. Traje de passeio"".
E então, solenemente, com passos de reter tempo, fatos
escuros, olhos de lua de cerimônia, viríamos todos assistir
a despedida.
Apertos de mãos quentes. Ternura de calafrio.
""Adeus! Adeus!""
E, pouco a pouco, devagarinho, sem sofrimento,
numa lassidão de arrancar raízes...
(primeiro, os olhos... em seguida, os lábios... depois os cabelos... )
a carne, em vez de apodrecer, começaria a transfigurar-se
em fumo... tão leve... tão sutil... tão pòlen...
como aquela nuvem além (vêem?) — nesta tarde de outono
ainda tocada por um vento de lábios azuis...",205957
Sebastião da Gama,Pequeno poema,"Quando eu nasci,
ficou tudo como estava,
Nem homens cortaram veias,
nem o Sol escureceu,
nem houve Estrelas a mais...
Somente,
esquecida das dores,
a minha Mãe sorriu e agradeceu.

Quando eu nasci,
não houve nada de novo
senão eu.

As nuvens não se espantaram,
não enlouqueceu ninguém...

P'ra que o dia fosse enorme,
bastava
toda a ternura que olhava
nos olhos de minha Mãe...",110203
Cecília Meireles,Serenata,"Permita que eu feche os meus olhos,
pois é muito longe e tão tarde!
Pensei que era apenas demora,
e cantando pus-me a esperar-te.

Permite que agora emudeça:
que me conforme em ser sozinha.
Há uma doce luz no silencio,
e a dor é de origem divina.

Permite que eu volte o meu rosto
para um céu maior que este mundo,
e aprenda a ser dócil no sonho
como as estrelas no seu rumo.

",1018435
Gonçalves Dias,"Seus olhos tão negros, tão belos, tão puros","Seus olhos tão negros, tão belos, tão puros,
De vivo luzir, 
Estrelas incertas, que as águas dormentes 
Do mar vão ferir;

Seus olhos tão negros, tão belos, tão puros, 
Têm meiga expressão, 
Mais doce que a brisa, — mais doce que o nauta 
De noite cantando, — mais doce que a frauta 
Quebrando a solidão,

Seus olhos tão negros, tão belos, tão puros, 
De vivo luzir, 
São meigos infantes, gentis, engraçados 
Brincando a sorrir.

São meigos infantes, brincando, saltando 
Em jogo infantil, 
Inquietos, travessos; — causando tormento, 
Com beijos nos pagam a dor de um momento, 
Com modo gentil.

Seus olhos tão negros, tão belos, tão puros, 
Assim é que são; 
Às vezes luzindo, serenos, tranquilos, 
Às vezes vulcão!

Às vezes, oh! sim, derramam tão fraco, 
Tão frouxo brilhar, 
Que a mim me parece que o ar lhes falece, 
E os olhos tão meigos, que o pranto humedece 
Me fazem chorar.

Assim lindo infante, que dorme tranquilo, 
Desperta a chorar; 
E mudo e sisudo, cismando mil coisas, 
Não pensa — a pensar.

Nas almas tão puras da virgem, do infante, 
Às vezes do céu 
Cai doce harmonia duma Harpa celeste, 
Um vago desejo; e a mente se veste 
De pranto co'um véu.

Quer sejam saudades, quer sejam desejos 
Da pátria melhor; 
Eu amo seus olhos que choram em causa 
Um pranto sem dor.

Eu amo seus olhos tão negros, tão puros, 
De vivo fulgor; 
Seus olhos que exprimem tão doce harmonia, 
Que falam de amores com tanta poesia, 
Com tanto pudor.

Seus olhos tão negros, tão belos, tão puros, 
Assim é que são; 
Eu amo esses olhos que falam de amores 
Com tanta paixão.",581010
José Régio,Cântico Negro,"""Vem por aqui"" - dizem-me alguns com os olhos doces 
Estendendo-me os braços, e seguros 
De que seria bom que eu os ouvisse 
Quando me dizem: ""vem por aqui!"" 
Eu olho-os com olhos lassos, 
(Há, nos olhos meus, ironias e cansaços) 
E cruzo os braços, 
E nunca vou por ali... 

A minha glória é esta: 
Criar desumanidade! 
Não acompanhar ninguém. 
- Que eu vivo com o mesmo sem-vontade 
Com que rasguei o ventre à minha mãe 

Não, não vou por aí! Só vou por onde 
Me levam meus próprios passos... 

Se ao que busco saber nenhum de vós responde 
Por que me repetis: ""vem por aqui!""? 

Prefiro escorregar nos becos lamacentos, 
Redemoinhar aos ventos, 
Como farrapos, arrastar os pés sangrentos, 
A ir por aí... 

Se vim ao mundo, foi 
Só para desflorar florestas virgens, 
E desenhar meus próprios pés na areia inexplorada! 
O mais que faço não vale nada. 

Como, pois sereis vós 
Que me dareis impulsos, ferramentas e coragem 
Para eu derrubar os meus obstáculos?... 
Corre, nas vossas veias, sangue velho dos avós, 
E vós amais o que é fácil! 
Eu amo o Longe e a Miragem, 
Amo os abismos, as torrentes, os desertos... 

Ide! Tendes estradas, 
Tendes jardins, tendes canteiros, 
Tendes pátria, tendes tectos, 
E tendes regras, e tratados, e filósofos, e sábios... 
Eu tenho a minha Loucura ! 
Levanto-a, como um facho, a arder na noite escura, 
E sinto espuma, e sangue, e cânticos nos lábios... 

Deus e o Diabo é que guiam, mais ninguém. 
Todos tiveram pai, todos tiveram mãe; 
Mas eu, que nunca principio nem acabo, 
Nasci do amor que há entre Deus e o Diabo. 

Ah, que ninguém me dê piedosas intenções! 
Ninguém me peça definições! 
Ninguém me diga: ""vem por aqui""! 
A minha vida é um vendaval que se soltou. 
É uma onda que se alevantou. 
É um átomo a mais que se animou... 
Não sei por onde vou, 
Não sei para onde vou 
- Sei que não vou por aí!",179534
Luís de Camões,"Mudam-se os tempos, mudam-se as vontades","Mudam-se os tempos, mudam-se as vontades,
muda-se o ser, muda-se a confiança;
todo o Mundo é composto de mudança,
tomando sempre novas qualidades.

Continuamente vemos novidades,
diferentes em tudo da esperança;
do mal ficam as mágoas na lembrança,
e do bem (se algum houve), as saudades.

O tempo cobre o chão de verde manto,
que já coberto foi de neve fria,
e, enfim, converte em choro o doce canto.

E, afora este mudar-se cada dia,
outra mudança faz de mor espanto,
que não se muda já como soía.

",539982
Manuel Bandeira,Desencanto,"Eu faço versos como quem chora
De desalento... de desencanto...
Fecha o meu livro, se por agora
Não tens motivo nenhum de pranto.

Meu verso é sangue. Volúpia ardente...
Tristeza esparsa... remorso vão...
Dói-me nas veias. Amargo e quente,
Cai, gota a gota, do coração.

E nestes versos de angústia rouca
Assim dos lábios a vida corre,
Deixando um acre sabor na boca.

- Eu faço versos como quem morre.",863836
Marina Colasanti,Sexta-feira à noite,"Sexta-feira à noite
os homens acariciam o clitóris das esposas
com dedos molhados de saliva.
O mesmo gesto com que todos os dias
contam dinheiro papéis documentos
e folheiam nas revistas
a vida dos seus ídolos.

Sexta-feira à noite
os homens penetram suas esposas
com tédio e pênis.
O mesmo tédio com que todos os dias
enfiam o carro na garagem
o dedo no nariz
e metem a mão no bolso
para coçar o saco.

Sexta-feira à noite
os homens ressonam de borco
enquanto as mulheres no escuro
encaram seu destino
e sonham com o príncipe encantado.

",301510
Carlos Drummond de Andrade,Os ombros suportam o mundo,"Chega um tempo em que não se diz mais: meu Deus. 
Tempo de absoluta depuração. 
Tempo em que não se diz mais: meu amor. 
Porque o amor resultou inútil. 
E os olhos não choram. 
E as mãos tecem apenas o rude trabalho. 
E o coração está seco. 

Em vão mulheres batem à porta, não abrirás. 
Ficaste sozinho, a luz apagou-se, 
mas na sombra teus olhos resplandecem enormes. 
És todo certeza, já não sabes sofrer. 
E nada esperas de teus amigos. 

Pouco importa venha a velhice, que é a velhice? 
Teus ombros suportam o mundo 
e ele não pesa mais que a mão de uma criança. 
As guerras, as fomes, as discussões dentro dos edifícios 
provam apenas que a vida prossegue 
e nem todos se libertaram ainda. 
Alguns, achando bárbaro o espetáculo 
prefeririam (os delicados) morrer. 
Chegou um tempo em que não adianta morrer. 
Chegou um tempo que a vida é uma ordem. 
A vida apenas, sem mistificação.",1421209
Cecília Meireles,No mistério do sem-fim,"No mistério do sem-fim 
equilibra-se um planeta. 

E, no planeta, um jardim, 
e, no jardim, um canteiro; 
no canteiro uma violeta, 
e, sobre ela, o dia inteiro,

entre o planeta e o sem-fim, 
a asa de uma borboleta",1018436
Sophia de Mello Breyner Andresen,A hora da partida,"A hora da partida soa quando 
Escurece o jardim e o vento passa, 
Estala o chão e as portas batem, quando 
A noite cada nó em si deslaça. 

A hora da partida soa quando 
as árvores parecem inspiradas 
Como se tudo nelas germinasse. 

Soa quando no fundo dos espelhos 
Me é estranha e longínqua a minha face 
E de mim se desprende a minha vida.",887932
Manuel Bandeira,O último poema,"Assim eu quereria o meu último poema.
Que fosse terno dizendo as coisas mais simples e menos intencionais
Que fosse ardente como um soluço sem lágrimas
Que tivesse a beleza das flores quase sem perfume
A pureza da chama em que se consomem os diamantes mais límpidos
A paixão dos suicidas que se matam sem explicação.",863837
Vinicius de Moraes,A maior solidão é a do ser que não ama,"A maior solidão é a do ser que não ama. A maior solidão é a dor do ser que se ausenta, que se defende, que se fecha, que se recusa a participar da vida humana.

A maior solidão é a do homem encerrado em si mesmo, no absoluto de si mesmo,
o que não dá a quem pede o que ele pode dar de amor, de amizade, de socorro.

O maior solitário é o que tem medo de amar, o que tem medo de ferir e ferir-se,
o ser casto da mulher, do amigo, do povo, do mundo. Esse queima como uma lâmpada triste, cujo reflexo entristece também tudo em torno. Ele é a angústia do mundo que o reflete. Ele é o que se recusa às verdadeiras fontes de emoção, as que são o patrimônio de todos, e, encerrado em seu duro privilégio, semeia pedras do alto de sua fria e desolada torre.",942388
Fernando Pessoa,O amor é uma companhia,"O amor é uma companhia.
Já não sei andar só pelos caminhos,
Porque já não posso andar só.
Um pensamento visível faz-me andar mais depressa
E ver menos, e ao mesmo tempo gostar bem de ir vendo tudo.

Mesmo a ausência dela é uma coisa que está comigo.
E eu gosto tanto dela que não sei como a desejar.
Se a não vejo, imagino-a e sou forte como as árvores altas.
Mas se a vejo tremo, não sei o que é feito do que sinto na ausência dela.

Todo eu sou qualquer força que me abandona.
Toda a realidade olha para mim como um girassol com a cara dela no meio.

",1979419
Reinaldo Ferreira,Receita para fazer um herói,"Tome-se um homem,
Feito de nada, como nós,
E em tamanho natural.
Embeba-se-lhe a carne,
Lentamente,
Duma certeza aguda, irracional,
Intensa como o ódio ou como a fome.
Depois, perto do fim,
Agite-se um pendão
E toque-se um clarim.

Serve-se morto.

",131907
